Code,Site,Trap,Position,Distance,Quality,Sky
FREL1_August_22,FRE,1,C,0,,
FREL10_August_22,FRE,10,C,0,,
FREL11_August_22,FRE,11,C,0,,
FREL12_August_22,FRE,12,C,0,,
FREL2_August_22,FRE,2,C,0,,
FREL3_August_22,FRE,3,C,0,,
FREL4_August_22,FRE,4,C,0,,
FREL5_August_22,FRE,5,C,0,,
FREL6_August_22,FRE,6,C,0,,
FREL7_August_22,FRE,7,C,0,,
FREL8_August_22,FRE,8,C,0,,
FREL9_August_22,FRE,9,C,0,,
FRSL1_August_22,FRS,1,C,0,,
FRSL1A 10-12-21,FRS,1,C,0,,
FRSL2_August_22,FRS,2,C,0,,
FRSL2A 10-12-21,FRS,2,C,0,,
FRSL3_August_22,FRS,3,C,0,,
FRSL3A 10-12-21,FRS,3,C,0,,
FRSL4_August_22,FRS,4,C,0,,
FRSL4A 10-12-21,FRS,4,C,0,,
FRSL5_August_22,FRS,5,C,0,,
FRSL5A 10-12-21,FRS,5,C,0,,
FRSL6_August_22,FRS,6,C,0,,
FRSL6A 10-12-21,FRS,6,C,0,,
FRWL1_August_22,FRW,1,C,0,,
FRWL10_August_22,FRW,10,C,0,,
FRWL11_August_22,FRW,11,C,0,,
FRWL12_August_22,FRW,12,C,0,,
FRWL2_August_22,FRW,2,C,0,,
FRWL3_August_22,FRW,3,C,0,,
FRWL4_August_22,FRW,4,C,0,,
FRWL5_August_22,FRW,5,C,0,,
FRWL6 (2)_August_22,FRW,6,C,0,,
FRWL6_August_22,FRW,6,C,0,,
FRWL7_August_22,FRW,7,C,0,,
FRWL8_August_22,FRW,8,C,0,,
FRWL9_August_22,FRW,9,C,0,,
HCL1_August_22,HC,1,C,0,,
HCL2_August_22,HC,2,C,0,,
HCL3_August_22,HC,3,C,0,,
HCL4_August_22,HC,4,C,0,,
HCL4A_March_22,HC,4,C,0,,
HCL5_August_22,HC,5,C,0,,
HCL5A_March_22,HC,5,C,0,,
HCL6_August_22,HC,6,C,0,,
HDEL1_August_22,HDE,1,C,0,,
HDEL2_August_22,HDE,2,C,0,,
HDEL3_August_22,HDE,3,C,0,,
HDEL4_August_22,HDE,4,C,0,,
HDL1_August_22,HD,1,C,0,,
HDL10_August_22,HD,10,C,0,,
HDL10A 9-12-21,HD,10,C,0,,
HDL10A_March_22,HD,10,C,0,,
HDL11_August_22,HD,11,C,0,,
HDL11A 9-12-21,HD,11,C,0,,
HDL12_August_22,HD,12,C,0,,
HDL13_August_22,HD,13,C,0,,
HDL13A 9-12-21,HD,13,C,0,,
HDL1A 9-12-21,HD,1,C,0,,
HDL2_August_22,HD,2,C,0,,
HDL2A 9-12-21,HD,2,C,0,,
HDL3_August_22,HD,3,C,0,,
HDL3A 9-12-21,HD,3,C,0,,
HDL4_August_22,HD,4,C,0,,
HDL4A 9-12-21,HD,4,C,0,,
HDL5_August_22,HD,5,C,0,,
HDL5A 9-12-21,HD,5,C,0,,
HDL6_August_22,HD,6,C,0,,
HDL6A 9-12-21,HD,6,C,0,,
HDL7_August_22,HD,7,C,0,,
HDL7A 8-12-21,HD,7,C,0,,
HDL8_August_22,HD,8,C,0,,
HDL8A 9-12-21,HD,8,C,0,,
HDL9_August_22,HD,9,C,0,,
HDL9A 9-12-21,HD,9,C,0,,
HDTL1_August_22,HDT,1,C,0,,
HDTL1A 9-12-21,HDT,1,C,0,,
HDTL2_August_22,HDT,2,C,0,,
HDTL2A 9-12-21,HDT,2,C,0,,
HDTL3_August_22,HDT,3,C,0,,
HDTL3A 9-12-21,HDT,3,C,0,,
HDTL4_August_22,HDT,4,C,0,,
HDTL4A 9-12-21,HDT,4,C,0,,
HDTL5_August_22,HDT,5,C,0,,
HDTL5A 9-12-21,HDT,5,C,0,,
HDWWL1_August_22,HDWW,1,C,0,,
HDWWL2_August_22,HDWW,2,C,0,,
HDWWL3_August_22,HDWW,3,C,0,,
HDWWL4_August_22,HDWW,4,C,0,,
HDWWL5_August_22,HDWW,5,C,0,,
HDWWL6_August_22,HDWW,6,C,0,,
HDWWL7_August_22,HDWW,7,C,0,,
HDWWL8_August_22,HDWW,8,C,0,,
JDL1_August_22,JD,1,C,0,,
JDL2_August_22,JD,2,C,0,,
JDL2A_March_22,JD,2,C,0,,
JDL3_August_22,JD,3,C,0,,
JDL3A_March_22,JD,3,C,0,,
JDL4_August_22,JD,4,C,0,,
JDL4A_March_22,JD,4,C,0,,
KCL1_August_22,KC,10,C,0,,
KCL10_August_22,KC,10,C,0,,
KCL2_August_22,KC,2,C,0,,
KCL3_August_22,KC,3,C,0,,
KCL4_August_22,KC,4,C,0,,
KCL5_August_22,KC,5,C,0,,
KCL6_August_22,KC,6,C,0,,
KCL7_August_22,KC,7,C,0,,
KCL8_August_22,KC,8,C,0,,
KCL9_August_22,KC,9,C,0,,
MCK2L1_August_22,MCK2,1,C,0,,
MCK2L1A_March_22,MCK2,1,C,0,,
MCK2L2_August_22,MCK2,2,C,0,,
MCK2L2A_March_22,MCK2,2,C,0,,
MCK2L3_August_22,MCK2,3,C,0,,
MCK2L3A_March_22,MCK2,3,C,0,,
MCK2L4_August_22,MCK2,4,C,0,,
MCK2L4A_March_22,MCK2,4,C,0,,
MCK2L5(2)_August_22,MCK2,5,C,0,,
MCK2L5_August_22,MCK2,5,C,0,,
MCK2L5A_March_22,MCK2,5,C,0,,
MCK2L6_August_22,MCK2,6,C,0,,
MCK2L6A_March_22,MCK2,6,C,0,,
MCKL10A_March_22,MCK,10,C,0,,
MCKL11A_March_22,MCK,11,C,0,,
MCKL12A 8-12-21,MCK,12,C,0,,
MCKL12A_March_22,MCK,12,C,0,,
MCKL13A_March_22,MCK,13,C,0,,
MCKL1A_March_22,MCK,1,C,0,,
MCKL2A_March_22,MCK,2,C,0,,
MCKL3A_March_22,MCK,3,C,0,,
MCKL4A_March_22,MCK,4,C,0,,
MCKL5A_March_22,MCK,5,C,0,,
MCKL6A_March_22,MCK,6,C,0,,
MCKL7A_March_22,MCK,7,C,0,,
MCKL8A_March_22,MCK,8,C,0,,
MCKL9A_March_22,MCK,9,C,0,,
MSL1_August_22,MS,1,C,0,,
MSL10_August_22,MS,10,C,0,,
MSL10A_March_22,MS,10,C,0,,
MSL1A_March_22,MS,1,C,0,,
MSL2_August_22,MS,2,C,0,,
MSL2A 6-12-21,MS,2,C,0,,
MSL2A_March_22,MS,2,C,0,,
MSL3_August_22,MS,3,C,0,,
MSL3A_March_22,MS,3,C,0,,
MSL4_August_22,MS,4,C,0,,
MSL4A_March_22,MS,4,C,0,,
MSL5_August_22,MS,5,C,0,,
MSL5A_March_22,MS,5,C,0,,
MSL6_August_22,MS,6,C,0,,
MSL6A_March_22,MS,6,C,0,,
MSL7_August_22,MS,7,C,0,,
MSL7A_March_22,MS,7,C,0,,
MSL8_August_22,MS,8,C,0,,
MSL8A_March_22,MS,8,C,0,,
MSL9_August_22,MS,9,C,0,,
PMCL1_August_22,PMC,1,C,0,,
PMCL1A 10-12-21,PMC,1,C,0,,
PMCL1A_March_22,PMC,1,C,0,,
PMCL2_August_22,PMC,2,C,0,,
PMCL2A 10-12-21,PMC,2,C,0,,
PMCL2A_March_22,PMC,2,C,0,,
PMCL3_August_22,PMC,3,C,0,,
PMCL3A 10-12-21,PMC,3,C,0,,
PMCL3A_March_22,PMC,3,C,0,,
PMCL4_August_22,PMC,4,C,0,,
PMCL4A 10-12-21,PMC,4,C,0,,
PMCL4A_March_22,PMC,4,C,0,,
PMCL5_August_22,PMC,5,C,0,,
PMCL5A 10-12-21,PMC,5,C,0,,
PMCL5A_March_22,PMC,5,C,0,,
PMCL6_August_22,PMC,6,C,0,,
PMCL6A 10-12-21,PMC,6,C,0,,
PMCL6A_March_22,PMC,6,C,0,,
PMCL7_August_22,PMC,7,C,0,,
PMCL7A 10-12-21,PMC,7,C,0,,
PMCL7A_March_22,PMC,7,C,0,,
PMCL8_August_22,PMC,8,C,0,,
PMCL8A 10-12-21,PMC,8,C,0,,
PMCL8A_March_22,PMC,8,C,0,,
PMCUL1 10-12-21,PMCU,1,C,0,,
PMCUL1_August_22,PMCU,1,C,0,,
PMCUL2A 10-12-21,PMCU,2,C,0,,
PMCUL3A 10-12-21,PMCU,3,C,0,,
PMCUL4A 10-12-21,PMCU,4,C,0,,
PMCUL5A 10-12-21,PMCU,5,C,0,,
WWSCL1_August_22,WWSC,1,C,0,,
WWSCL1A 9-12-21,WWSC,1,C,0,,
WWSCL1A_March_22,WWSC,1,C,0,,
WWSCL2_August_22,WWSC,2,C,0,,
WWSCL2A 9-12-21,WWSC,2,C,0,,
WWSCL2A_March_22,WWSC,2,C,0,,
WWSCL3_August_22,WWSC,3,C,0,,
WWSCL3A 9-12-21,WWSC,3,C,0,,
WWSCL3A_March_22,WWSC,3,C,0,,
WWSCL4_August_22,WWSC,4,C,0,,
WWSCL4A 9-12-21,WWSC,4,C,0,,
WWSCL5_August_22,WWSC,5,C,0,,
WWSCL5A 9-12-21,WWSC,5,C,0,,
WWSCL5A_March_22,WWSC,5,C,0,,
WWT1L1_August_22,WWT1,1,C,0,,
WWT1L1A_March_22,WWT1,1,C,0,,
WWT1L2_August_22,WWT1,2,C,0,,
WWT1L2A 9-12-21,WWT1,2,C,0,,
WWT1L2A_March_22,WWT1,2,C,0,,
WWT1L3_August_22,WWT1,3,C,0,,
WWT1L3A 9-12-21,WWT1,3,C,0,,
WWT1L3A_March_22,WWT1,3,C,0,,
WWT1L4_August_22,WWT1,4,C,0,,
WWT1L4A 9-12-21,WWT1,4,C,0,,
WWT1L5_August_22,WWT1,5,C,0,,
WWT1L5A 9-12-21,WWT1,5,C,0,,
WWT1L6_August_22,WWT1,6,C,0,,
WWT1L6A 9-12-21,WWT1,6,C,0,,
WWT1L7_August_22,WWT1,7,C,0,,
WWT1L7A 9-12-21,WWT1,7,C,0,,
WWT1L7A_March_22,WWT1,7,C,0,,
WWT1L8_August_22,WWT1,8,C,0,,
WWT1L8A 9-12-21,WWT1,8,C,0,,
WWT1L8A_March_22,WWT1,8,C,0,,
WWT1L9_August_22,WWT1,9,C,0,,
WWT1L9A 9-12-21,WWT1,9,C,0,,
WWT1L9A_March_22,WWT1,9,C,0,,
WWTL1A 9-12-21,WWT1,1,C,0,,
YU2L1_August_22,YU2,1,C,0,,
YU2L1A 8-12-21,YU2,1,C,0,,
YU2L1A_March_22,YU2,1,C,0,,
YU2L2_August_22,YU2,2,C,0,,
YU2L2A 8-12-21,YU2,2,C,0,,
YU2L2A_March_22,YU2,2,C,0,,
YU2L3_August_22,YU2,3,C,0,,
YU2L3A 8-12-21,YU2,3,C,0,,
YU2L3A_March_22,YU2,3,C,0,,
YU2L4_August_22,YU2,4,C,0,,
YU2L4A 8-12-21,YU2,4,C,0,,
YU2L4A_March_22,YU2,4,C,0,,
YU2L5_August_22,YU2,5,C,0,,
YU2L5A 8-12-21,YU2,5,C,0,,
YU2L5A_March_22,YU2,5,C,0,,
YU2L6_August_22,YU2,6,C,0,,
YU2L6A 8-12-21,YU2,6,C,0,,
YU2L6A_March_22,YU2,6,C,0,,
YUL1_August_22,YU,1,C,0,,
YUL1A 8-12-21,YU,1,C,0,,
YUL2_August_22,YU,2,C,0,,
YUL2A 8-12-21,YU,2,C,0,,
YUL3_August_22,YU,3,C,0,,
YUL3A 8-12-21,YU,3,C,0,,
YUL4_August_22,YU,4,C,0,,
YUL4A 8-12-21,YU,4,C,0,,
YUL5_August_22,YU,5,C,0,,
YUL5A 8-12-21,YU,5,C,0,,
